age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,Private,107960,3,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,Non-US,0
56,Private,413373,4,Married,Other,Husband,White,Male,0,0,36,US,0
24,Non-Private,249385,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
22,Private,191789,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
33,Private,185480,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
48,Private,135525,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
69,Private,124930,3,Married,Managerial-Specialist,Husband,White,Male,0,2267,40,US,0
46,Non-Private,32825,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Non-Private,67083,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,1471,0,40,Non-US,0
41,Non-Private,83411,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
60,Non-Private,165792,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,8,US,0
43,Private,190885,4,Non-Married,Other,Non-Husband,White,Female,0,0,38,Non-US,0
63,Private,176696,9,Married,Other,Husband,White,Male,0,0,40,US,1
58,Non-Private,163047,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
57,Private,257200,5,Married,Other,Husband,White,Male,0,0,40,US,1
47,Private,102318,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
25,Private,108317,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
18,Private,79443,5,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
43,Non-Private,60949,9,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,267431,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,55,US,0
33,Private,277455,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
39,Private,157641,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
26,Private,186950,11,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
36,Private,256636,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
35,Private,154410,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
18,Private,138557,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Private,101135,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
59,Non-Private,357943,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
32,Private,74883,13,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,Non-US,0
45,Private,179428,10,Married,Other,Husband,White,Male,0,0,55,US,0
59,Non-Private,41258,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
23,Private,481175,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,24,Non-US,0
28,Private,214689,13,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
20,Private,120572,10,Non-Married,Other,Non-Husband,White,Female,0,0,12,US,0
48,Private,176810,9,Married,Other,Husband,White,Male,0,0,40,US,0
24,Private,321435,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
49,Private,32212,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,43,US,0
68,Non-Private,365020,9,Married,Other,Husband,White,Male,0,0,40,US,0
48,Private,120131,9,Married,Managerial-Specialist,Husband,White,Male,0,0,70,US,1
34,Private,207301,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
42,Private,190545,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,46,US,0
28,Private,201175,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
69,Non-Private,58213,13,Married,Managerial-Specialist,Husband,White,Male,20051,0,45,US,1
53,Non-Private,314871,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
21,Private,90896,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
59,Private,157749,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,3004,40,US,1
32,Non-Private,29235,10,Married,Other,Non-Husband,White,Female,0,0,40,Non-US,1
24,Private,53942,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
59,Private,107833,6,Married,Other,Husband,White,Male,0,1485,40,US,1
42,Private,297335,12,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,31,Non-US,0
24,Private,233419,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
45,Non-Private,235431,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
28,Private,271012,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
17,Private,295488,7,Non-Married,Other,Non-Husband,Non-White,Female,0,0,25,US,0
20,Private,137300,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
33,Private,177083,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
26,Private,152035,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
37,Private,118681,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,38,Non-US,0
28,Private,410351,10,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,323619,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
64,Private,268965,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,22,US,0
31,Private,185778,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
64,Non-Private,31993,4,Married,Other,Husband,White,Male,0,0,10,US,0
62,Non-Private,204085,10,Married,Other,Husband,White,Male,0,0,25,US,0
39,Private,191161,10,Married,Other,Husband,White,Male,0,0,40,US,0
36,Private,35945,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
57,Private,144012,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
28,Private,232782,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
67,Private,188903,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
69,Non-Private,159191,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,810,38,US,0
51,Non-Private,276456,12,Married,Other,Husband,White,Male,3103,0,30,US,1
29,Private,181280,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
50,Private,135643,9,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
39,Non-Private,114844,15,Married,Managerial-Specialist,Husband,White,Male,99999,0,65,US,1
31,Non-Private,236415,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,1
48,Private,315423,3,Married,Other,Husband,White,Male,0,0,40,US,0
32,Private,234976,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
35,Non-Private,368825,10,Married,Other,Husband,White,Male,0,0,60,US,1
36,Private,109133,13,Married,Other,Husband,White,Male,0,0,50,US,1
34,Private,27565,11,Married,Other,Non-Husband,Non-White,Female,0,0,27,US,1
38,Private,189623,13,Married,Managerial-Specialist,Husband,White,Male,0,1887,40,US,1
48,Non-Private,205707,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,10520,0,50,US,1
53,Private,176185,9,Married,Other,Husband,White,Male,0,0,40,US,0
23,Private,238917,3,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
41,Private,160785,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
46,Private,196707,9,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
67,Private,120900,4,Non-Married,Other,Non-Husband,White,Female,0,0,12,US,0
28,Private,215955,13,Married,Managerial-Specialist,Husband,White,Male,3103,0,40,US,1
28,Private,217200,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
31,Private,230912,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
23,Private,284898,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
31,Non-Private,133861,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Private,337778,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
40,Private,69495,9,Married,Other,Husband,White,Male,0,0,40,US,0
22,Private,882849,13,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
60,Private,139391,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,1
49,Private,54772,9,Married,Other,Husband,White,Male,3103,0,45,US,1
31,Private,193215,10,Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
46,Private,40666,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
17,Private,165918,7,Non-Married,Other,Non-Husband,White,Male,0,0,20,Non-US,0
46,Private,105327,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
43,Non-Private,153109,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
29,Private,114224,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
30,Private,233433,9,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
30,Private,248588,8,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
27,Private,180262,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
50,Private,177705,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
20,Private,289944,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
20,Private,266467,9,Married,Other,Husband,White,Male,0,0,40,US,0
63,Non-Private,27653,9,Married,Other,Husband,White,Male,0,0,35,US,0
62,Private,199021,9,Non-Married,Other,Non-Husband,White,Male,0,0,54,US,0
24,Private,508548,9,Married,Other,Husband,White,Male,0,0,50,US,0
21,Private,275190,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
25,Private,297531,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
19,Private,145844,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
36,Private,70282,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
74,Non-Private,206682,10,Married,Managerial-Specialist,Husband,White,Male,0,1648,35,US,0
37,Private,278632,5,Married,Other,Husband,White,Male,0,0,40,US,0
39,Non-Private,382859,9,Married,Other,Husband,White,Male,0,0,40,US,1
33,Private,212980,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
19,Private,168294,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Non-Private,156890,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
47,Non-Private,207120,11,Married,Managerial-Specialist,Husband,White,Male,0,0,38,US,1
20,Private,214238,7,Non-Married,Other,Non-Husband,White,Female,0,0,32,Non-US,0
29,Non-Private,360527,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
28,Private,107189,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
35,Private,35945,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
35,Private,97554,12,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
23,Private,435835,9,Non-Married,Other,Non-Husband,White,Male,0,1669,55,US,0
36,Private,272090,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,Non-US,0
30,Private,226013,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
41,Private,197372,6,Married,Other,Husband,White,Male,0,0,70,US,0
21,Private,388946,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
62,Private,131117,4,Non-Married,Other,Non-Husband,White,Female,0,0,38,Non-US,0
40,Private,130834,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
31,Private,156493,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
36,Private,241126,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Private,217652,8,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
34,Non-Private,204375,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,1
24,Private,353696,10,Non-Married,Other,Non-Husband,White,Male,0,0,20,Non-US,0
30,Private,147596,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
20,Private,333838,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,US,0
27,Private,452963,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
26,Private,159732,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,52,US,0
41,Non-Private,36651,10,Married,Other,Husband,White,Male,0,0,45,US,1
29,Private,282389,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,70,US,0
20,Private,140001,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
42,Non-Private,348059,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
78,Non-Private,212660,7,Married,Managerial-Specialist,Husband,White,Male,0,0,10,US,0
41,Private,343944,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
40,Private,445382,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
26,Private,289980,3,Married,Other,Husband,White,Male,0,0,30,Non-US,0
45,Non-Private,188823,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
32,Private,123429,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
52,Private,165001,9,Married,Other,Husband,White,Male,0,0,60,US,1
21,Private,198822,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
54,Private,220055,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
26,Non-Private,180886,14,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
57,Private,141326,9,Married,Other,Husband,White,Male,0,0,50,US,1
40,Non-Private,344060,15,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
61,Private,243283,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
18,Private,168288,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Non-Private,235271,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
37,Private,212900,9,Married,Other,Husband,White,Male,0,0,40,US,0
65,Non-Private,179411,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
39,Private,153047,9,Married,Other,Husband,White,Male,0,0,50,US,1
72,Non-Private,298945,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,1
36,Private,272950,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
24,Private,216563,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
49,Private,175958,10,Married,Other,Husband,White,Male,0,0,80,US,1
46,Private,251474,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
35,Private,407068,2,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
24,Private,235722,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36,Non-Private,255454,13,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
44,Private,443040,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
39,Private,346478,9,Married,Other,Husband,White,Male,0,0,40,US,1
30,Private,181212,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
39,Non-Private,222530,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,1590,40,US,0
41,Private,157217,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
48,Non-Private,212954,14,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
42,Private,76487,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
73,Non-Private,151255,10,Non-Married,Other,Non-Husband,White,Female,0,0,75,US,0
43,Non-Private,96129,7,Married,Other,Husband,White,Male,0,0,60,US,0
54,Non-Private,36327,4,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
33,Private,241885,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
24,Private,89154,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
68,Private,138714,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
33,Private,376483,13,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,30,US,0
45,Non-Private,310260,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
43,Private,164693,11,Married,Other,Husband,White,Male,0,0,50,US,0
51,Private,316059,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,0
62,Private,175080,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
50,Non-Private,120781,13,Married,Other,Husband,Non-White,Male,0,0,60,Non-US,1
50,Private,175029,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
41,Private,190591,12,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
37,Private,83893,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
34,Non-Private,226443,10,Married,Other,Husband,White,Male,0,0,40,US,1
54,Private,209947,7,Married,Other,Husband,White,Male,0,0,42,US,0
36,Private,154835,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
30,Non-Private,370498,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
33,Private,225507,6,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
23,Non-Private,33551,13,Married,Other,Husband,White,Male,0,0,38,US,0
47,Private,363418,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,Non-US,1
30,Private,32008,13,Non-Married,Other,Non-Husband,White,Female,0,0,72,US,0
41,Private,46221,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4787,0,60,US,1
18,Private,217302,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
40,Private,204046,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
48,Private,212120,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
18,Non-Private,42857,10,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
29,Private,199118,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
21,Private,294789,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
90,Non-Private,187749,12,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,20,Non-US,0
19,Private,235909,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
19,Private,389942,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
32,Private,182323,9,Married,Managerial-Specialist,Husband,White,Male,7688,0,40,US,1
21,Private,133375,9,Non-Married,Other,Non-Husband,White,Female,0,0,48,US,0
46,Non-Private,112485,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
31,Private,377850,9,Married,Other,Husband,White,Male,0,0,65,US,0
39,Private,188069,5,Married,Other,Husband,White,Male,0,0,25,US,0
55,Non-Private,254949,9,Married,Other,Husband,White,Male,0,0,40,US,0
28,Private,133937,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,55,US,1
52,Private,192666,8,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
49,Private,34545,10,Married,Managerial-Specialist,Husband,White,Male,0,1887,40,US,1
30,Private,149184,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
36,Private,30509,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
30,Non-Private,370990,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
48,Private,70209,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
50,Non-Private,306707,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,12,US,0
23,Private,113309,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
26,Private,123384,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
36,Private,306646,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
56,Private,530099,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
27,Private,233421,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
21,Private,344492,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
36,Private,111545,9,Married,Other,Husband,White,Male,0,0,70,US,0
